A	/阿/阿马米/蛾/峨/俄/娥/贺/我/芽/牙/雅/亚/娅/
Adrahi	/阿德拉伊/
Adrait	/阿德雷/
Adrakh	/阿德拉赫/
Adram	/阿德拉姆/
Adran	/阿德兰/
Adranjan	/阿德兰詹/
Adrano	/阿德拉诺/
Adrar	/阿德拉尔/
Adrario	/阿德拉里奥/
Adras	/阿德拉斯/
Adrasto	/阿德拉斯托/
Adravanti	/阿德拉万蒂/
Adreani	/阿德雷亚尼/
Adrema	/阿德雷马/
Adren	/阿德伦/
Adret	/阿德雷/
Adrets	/阿德雷/
Adrex	/阿德雷/
Adrey	/阿德雷/
Adri	/阿德里/
Adria	/阿德里亚/
Adriaan	/阿德里安/
Adriaanszoon	/阿德里安松/
Adriaen	/阿德里安/
Adriaensz	/阿德里安斯/
Adrian	/阿德里安/阿德里昂/奥德里安/
Adriana	/阿德里安娜/阿德里亚纳/
Adriance	/阿德里安斯/
Adrianello	/阿德里亚内洛/
Adriani	/阿德里亚尼/
Adrianna	/阿德里安娜/
Adriano	/阿德里亚诺/
Adrianoff	/阿德里亚诺夫/
Adrianov	/阿德里阿诺夫/
Adrianovski	/阿德里阿诺夫斯基/
Adrianovsky	/阿德里阿诺夫斯基/
Adrianson	/阿德里安松/
Adriansson	/阿德里安松/
Adrianus	/阿德里亚努斯/
Adrianyi	/奥德里亚尼/
Adrianza	/阿德里安萨/
Adrianzon	/阿德里安松/
Adriao	/阿德里昂/
Adriasola	/阿德里亚索拉/
Adriatica	/阿德里亚蒂卡/
Adriatico	/阿德里亚蒂科/
Adriazola	/阿德里亚索拉/
Adrice	/阿德里斯/
Adrien	/阿德里安/阿德林/
Adrienne	/阿德里安娜/
Adrigan	/奥德里甘/
Adrijan	/阿德里扬/
Adrijana	/阿德里亚娜/
Adriko	/阿德里科/
Adrin	/阿德林/
Adrinal	/阿德里纳尔/
Adrio	/阿德里奥/
Adrion	/阿德里翁/
Adrisi	/伊德里斯/
Adriyan	/阿德里扬/
Adrizzoia	/阿德里佐亚/
Adrjanski	/阿德里安斯基/
Adro	/阿德罗/
Adroaldo	/阿德罗亚尔多/
Adrogna	/阿德罗尼亚/
Adrogue	/阿德罗格/
Adroher	/阿德罗埃尔/
Adrot	/阿德罗/
Adrouni	/阿德鲁尼/
Adrover	/阿德罗韦尔/
Adrovicz	/奥德罗维茨/
Adrualdo	/阿德鲁瓦尔多/
Adrup	/阿德鲁普/
Adry	/阿德里/
Adsat	/阿德萨特/
Adsay	/阿德萨伊/
Adsenius	/阿德塞纽斯/
Adshead	/阿谢德/
Adsiz	/阿德瑟兹/
Adsjo	/阿德舍/
Adski	/阿茨基/
Adsky	/阿茨基/
Adson	/阿德松/
Adstedt	/阿德斯泰特/
Adsten	/阿德斯滕/
Adsuar	/阿德苏瓦尔/
Adt	/阿特/
Adu	/阿杜/
Aduain	/阿杜瓦因/
Aduamah	/阿杜瓦马/
Aduanas	/阿杜瓦纳斯/
Aduard	/爱德华/
Aduashvili	/阿杜阿什维利/
Aducci	/阿杜奇/
Adugna	/阿杜尼亚/
Aduibi	/阿迪比/
Adukeyev	/阿杜克耶夫/
Aduko	/阿杜科/
Adula	/阿杜拉/
Aduloju	/阿杜洛朱/
Adulovic	/阿杜洛维奇/
Adulterini	/阿杜尔泰里尼/
Adum	/阿杜姆/
Adumi	/阿杜米/
Adumitresei	/阿杜米特雷塞伊/
Adumitroaiei	/阿杜米特罗阿耶伊/
Adunine	/阿杜尼内/
Adur	/阿杜尔/
Adura	/阿杜拉/
Aduriz	/阿杜里斯/
Adut	/阿杜特/
Adutt	/阿迪特/
Aduwo	/阿杜沃/
Aduyev	/阿杜耶夫/
Advadze	/阿德瓦泽/
Advani	/阿德瓦尼/
Advas	/阿德瓦斯/
Advenier	/阿德弗尼耶/
Advero	/阿德韦罗/
Adversi	/阿德韦尔西/
Advert	/阿德韦尔/
Advielle	/阿德维埃尔/
Advin	/阿德温/
Advincula	/阿德文库拉/
Advocatt	/阿德沃卡特/
Adwall	/阿德瓦尔/
Adwan	/阿德万/
Adwani	/阿达瓦尼/
Adwick	/阿迪克/
Adwok	/阿杜克/
Adwokat	/阿德沃卡/
Ady	/阿迪/奥迪/
Adya	/阿迪亚/
Adyan	/阿江/
Adyasuren	/阿迪亚苏伦/
Adye	/埃迪/
Adyebo	/阿德耶博/
Adygezal	/阿德格扎尔/
Adyrbekov	/阿德尔别科夫/
Adysh	/阿德什/
Adzaga	/阿扎加/
Adze	/阿泽/
Adzemovic	/阿哲莫维奇/
Adzhemyan	/阿杰米扬/
Adzhie	/阿吉埃/
Adzhiev	/阿吉耶夫/
Adzhiyev	/阿吉耶夫/
Adzhubei	/阿朱别伊/
Adzhubey	/阿朱别伊/
Adzic	/阿季奇/
Adzija	/阿吉亚/阿季亚/
Adzima	/阿齐马/
Adzir	/阿齐尔/
Adzori	/阿佐里/
Adzovic	/阿卓维奇/
Ae	/阿江/埃/哀/皑/艾/爱/隘/安拜/安闭/安慰/安闲/敢/阂/吾惠/吾瓮/涯/捱/霭/
Aeau	/埃奥/
Aeba	/飨场/飨庭/
Aebersold	/埃伯索尔德/
Aechi	/爱智/
Aechtner	/埃希特纳/
Aecio	/阿埃西奥/
Aeck	/埃克/
Aeckerle	/埃克勒/
Aecoboie	/阿埃科博耶/
Aedde	/埃迪/
Aedo	/阿埃多/
Aeed	/艾德/
Aeen	/迪恩/
Aegerter	/埃格特尔/
Aegidi	/埃吉迪/
Aegidius	/埃吉迪厄斯/埃吉迪乌斯/
Aehnelt	/埃内尔特/
Aehrenthal	/埃伦塔尔/
Aeisobe	/敢石部/
Aejmelaeus	/埃梅莱乌斯/
Aek	/额/厄/掖/腋/液/奕/
Aeka	/安平/
Ael	/阿埃尔/
Aeldert	/埃尔德特/
Aelenei	/阿埃莱内伊/
Aelfheah	/艾尔夫赫亚/
Aelfled	/埃尔夫勒德/
Aelfric	/阿尔弗里克/
Aelian	/艾利安/
Aelion	/阿埃利翁/
Aelisabetei	/阿埃利萨贝泰/
Aelita	/阿埃莉塔/
Aelred	/埃尔勒德/
Aelsson	/埃尔松/
Aelst	/阿尔斯特/
Aeltermann	/埃尔特曼/
Aelvoet	/阿尔富特/
Aemilianus	/埃米利亚努斯/
Aemmer	/阿埃梅尔/
Aeng	/樱/莺/撄/
Aengenendt	/恩格嫩特/
Aengeneyndt	/恩格奈因特/
Aengenheyster	/恩根海斯特/
Aengevelt	/恩格费尔特/
Aenlle	/阿恩列/
Aenoamahito	/吾瓮海人/
Aenoisobe	/敢石部/
Aeomizokukishi	/敢臣族岸/
Aepinus	/埃皮努斯/
Aeppel	/艾佩尔/
Aeppli	/埃普利/
Aerateurs	/阿埃拉特尔/
Aerila	/埃里拉/
Aerman	/阿埃尔曼/
Aerne	/埃内/
Aernout	/阿尔瑙特/
Aernum	/埃努姆/
Aerov	/阿耶罗夫/
Aerova	/阿埃罗娃/
Aerssen	/埃森/
Aert	/阿尔特/
Aertsen	/阿尔岑/
Aeschbacher	/埃施巴赫尔/埃希巴赫/
Aesop	/伊索/
Aet	/阿埃特/
Aeti	/阿埃季/
Aetios	/爱底奥斯/
Aetis	/阿埃蒂斯/
Aety	/阿埃季/
Af	/阿夫/
Afa	/阿法/
Afaba	/阿法瓦/
Afacan	/阿法詹/
Afachaire	/阿法谢尔/
Afaese	/阿费赛/
Afamasaga	/阿法马萨加/
Afan	/阿凡/
Afana	/阿法纳/
Afanador	/阿法纳多尔/
Afanas	/阿法纳斯/
Afanase	/阿法纳塞/
Afanasenko	/阿法纳先科/
Afanasev	/阿法纳西耶夫/
Afanasevich	/阿法纳西耶维奇/
Afanasi	/阿法纳西/
Afanasiadis	/阿法纳西亚季斯/
Afanasie	/阿法纳谢/
Afanasiev	/阿法纳谢夫/
Afanasievsky	/阿法纳西耶夫斯基/
Afanasije	/阿法纳西耶/
Afanasijif	/阿法纳西伊夫/
Afanasiya	/阿法纳西娅/
Afanasjew	/阿法纳西耶夫/
Afanasov	/阿法纳索夫/
Afanasovich	/阿法纳索维奇/
Afanasvan	/阿法纳斯旺/
Afanasy	/阿法纳西/
Afanasyev	/阿法纳西耶夫/
Afanasyeva	/阿法纳谢耶娃/
Afanasyevich	/阿法纳西耶维奇/
Afanasyevsky	/阿法纳西耶夫斯基/
Afande	/阿方德/
Afandi	/阿凡迪/
Afane	/阿凡/
Afanegus	/阿法尼古斯/
Afanyan	/阿法尼昂/
Afaque	/阿法克/
Afari	/阿法里/
Afasese	/阿法塞塞/
Afatsno	/阿法茨诺/
Afdal	/阿夫达尔/
Afecto	/阿费克托/
Afee	/埃菲/
Afeiche	/阿菲什/
Afeiteira	/阿费泰拉/
Afeltra	/阿费尔特拉/
Afendache	/阿芬达凯/
Afendik	/阿芬季克/
Afenduli	/阿芬杜利/
Afene	/阿费内/
Afenegus	/阿费内古斯/
Aferi	/阿费里/
Aferiat	/阿费里亚/
Aferwerki	/阿费沃尔基/
Afetouche	/阿费图什/
Afettouche	/阿费图什/
Afewerki	/阿费沃尔基/
Afework	/阿夫沃克/
Afezi	/阿费齐/
Affagard	/阿法加尔/
Affairoux	/阿费鲁/
Affan	/阿凡/
Affandi	/阿凡迪/
Affani	/阿法尼/
Affannati	/阿凡纳蒂/
Affannato	/阿凡纳托/
Affanni	/阿凡尼/
Affara	/阿法拉/
Affarano	/阿法拉诺/
Affatati	/阿法塔蒂/
Affatato	/阿法塔托/
Affaticati	/阿法蒂卡蒂/
Affatigato	/阿法蒂加托/
Affede	/阿费德/
Affeld	/阿费尔德/
Affelder	/阿费尔德尔/
Affeldt	/阿费尔特/
Affeltrange	/阿费尔特兰赫/
Affenita	/阿费尼塔/
Affergan	/阿费尔冈/
Afferica	/阿费里卡/
Affermann	/阿费尔曼/
Afferni	/阿费尔尼/
Affey	/阿费/
Affi	/阿菲/
Affichage	/阿菲沙热/
Affichard	/阿菲沙尔/
Affif	/阿菲夫/
Affifi	/阿菲菲/
Affifuddin	/阿菲夫丁/
Affinati	/阿菲纳蒂/
Affinita	/阿菲尼塔/
Affinito	/阿菲尼托/
Afflalo	/阿夫拉洛/
Afflard	/阿夫拉尔/
Afflatet	/阿夫拉泰/
Affleck	/阿弗莱克/
Affleckt	/阿夫莱克特/
Afflekt	/阿夫莱克特/
Afflerbach	/阿夫勒巴赫/
Afflitto	/阿弗利托/
Affoki	/阿福基/
Affoky	/阿福基/
Affolter	/阿福尔特/
Affoni	/阿福尼/
Affono	/阿福诺/
Affonseca	/阿丰塞卡/
Affonso	/阿丰索/
Affony	/阿福尼/
Affortet	/阿福泰/
Affortit	/阿福尔蒂/
Affouard	/阿富阿尔/
Affoue	/阿富埃/
Affourtit	/阿富尔蒂特/
Affra	/阿弗拉/
Affre	/阿弗尔/
Affres	/阿弗尔/
Affret	/阿弗雷/
Affri	/阿弗里/
Affricani	/阿弗里卡尼/
Affricano	/阿弗里卡诺/
Affronti	/阿弗龙蒂/
Affroy	/阿弗鲁瓦/
Afful	/阿富尔/
Affumicato	/阿富米卡托/
Affutou	/阿菲图/
Afgam	/阿夫加姆/
Afgan	/阿夫甘/
Afganly	/阿夫甘雷/
Afghan	/阿富汗/
Afghani	/阿富汗尼/
Afghazadeh	/阿夫加扎德/
Afi	/阿菲/
Afiana	/阿菲亚纳/
Afidi	/阿菲迪/
Afiero	/阿菲耶罗/
Afif	/阿菲夫/
Afife	/阿菲费/
Afifi	/阿菲菲/
Afiju	/阿菲朱/
Afilhado	/阿菲利亚多/
Afilipoaie	/阿菲利波阿耶/
Afimiya	/阿菲米娅/
Afimya	/阿菲米娅/
Afinger	/阿芬格/
Afinodor	/阿菲诺多尔/
Afinogen	/阿菲诺根/
Afinogenov	/阿菲诺格诺夫/
Afiouni	/阿菲乌尼/
Afiwa	/阿菲瓦/
Afiyaddin	/阿菲亚丁/
Afker	/阿夫克/
Afkhami	/阿夫哈米/
Aflak	/阿弗拉克/
Aflalo	/阿夫拉洛/
Aflaq	/阿弗拉克/
Aflat	/阿弗拉特/
Aflatet	/阿夫拉泰/
Afleche	/阿夫莱什/
Aflecht	/阿夫莱克特/
Aflorii	/阿弗洛里/
Afnain	/阿夫南/
Afnan	/阿夫南/
Afoito	/阿福伊托/
Afoki	/阿福基/
Afoky	/阿福基/
Afolabi	/阿福拉比/
Afon	/阿丰/
Afonasyev	/阿福纳西耶夫/
Afonchenko	/阿丰琴科/
Afonchikov	/阿丰奇科夫/
Afoni	/阿福尼/
Afonin	/阿福宁/
Afonja	/阿丰贾/
Afonkin	/阿丰金/
Afono	/阿福诺/
Afonov	/阿福诺夫/
Afonseca	/阿丰塞卡/
Afonski	/阿丰斯基/
Afonsky	/阿丰斯基/
Afonso	/阿丰索/
Afony	/阿福尼/
Afonyi	/奥福尼/
Aforki	/阿福尔基/
Afosno	/阿福斯诺/
Afourki	/阿费沃尔基/
Afr	/阿夫尔/
Afra	/阿弗拉/奥弗劳/
Afragola	/阿弗拉戈拉/
Afram	/阿夫拉姆/
Aframescu	/阿弗拉梅斯库/
Afranio	/阿弗拉尼奥/
Afranji	/阿弗兰吉/
Afraq	/阿弗拉克/
Afrasiab	/阿夫拉夏卜/
Afrasinei	/阿弗拉西内伊/阿弗勒瑟内伊/阿弗勒西内伊/
Afredzi	/阿夫雷齐/
Afreh	/阿夫雷/
Afreixo	/阿弗雷舒/
Afremov	/阿夫列莫夫/
Afrenie	/阿弗雷涅/
Afriat	/阿弗里亚/
Afric	/阿弗里奇/
Africa	/阿非利加/
Africano	/阿弗里卡诺/
Africanus	/阿菲利加努斯/阿弗里卡纳斯/
Afridi	/阿夫里迪/
Afrifa	/阿夫里法/
Afrikan	/阿夫里坎/
Afrine	/阿弗里纳/
Afrisiyab	/阿夫里西亚布/
Afriyie	/阿夫里耶/
Afro	/阿弗罗/
Afrodisi	/阿夫罗季西/
Afrodisy	/阿夫罗季西/
Afrodita	/阿弗萝迪塔/阿弗罗迪塔/
Afroditte	/阿弗罗迪特/
Afromeyev	/阿夫罗梅耶夫/
Afronie	/阿弗罗涅/
Afrosim	/阿夫罗西姆/
Afrosin	/阿夫罗辛/
Afrosinia	/阿夫罗西尼亚/
Afrosinya	/阿夫罗西尼亚/
Afryie	/阿夫里耶/
Afsanjani	/阿夫桑贾尼/
Afsar	/阿夫萨尔/阿夫沙尔/阿芙萨尔/
Afsargil	/阿夫沙尔吉尔/
Afsari	/阿夫萨里/
Afsaroglu	/阿夫沙尔奥卢/
Afsh	/阿夫什/
Afshar	/阿夫沙尔/
Afsin	/阿夫申/阿夫欣/
Aft	/阿夫特/
Aftab	/阿夫塔卜/
Aftabh	/阿夫塔卜/
Aftakh	/阿夫塔赫/
Aftalion	/阿夫塔利翁/
Aftan	/阿夫坦/
Aftanachi	/阿夫塔纳基/
Aften	/阿夫坚/
Aftene	/阿夫泰内/
Aftenie	/阿夫泰涅/
Afteniuk	/阿夫捷纽克/
Aftenyuk	/阿夫捷纽克/
Aftim	/阿夫蒂姆/
Aftin	/奥夫廷/
Afting	/阿夫廷/
Aftodor	/阿夫托多尔/
Aftonasyev	/阿夫托纳西耶夫/
Afuera	/阿富埃拉/
Afumi	/淡海/近江/
Afuri	/泥障/
Afwerki	/阿费沃尔基/
Afwroky	/阿费沃尔基/
Afxentiou	/阿夫克森蒂乌/
Afxentis	/阿夫克森蒂斯/
Afza	/阿夫扎/
Afzal	/阿夫扎尔/阿夫扎勒/
Afzali	/阿夫扎利/
Afzalov	/阿夫扎洛夫/
Afzeen	/阿夫森/
Afzelius	/阿夫塞利乌斯/
Ag	/阿格/
Aga	/阿河/阿贺/阿加/阿迦/淡川/淡河/何/英贺/英加/
Aga-Khan	/阿迦·汗/
Agababa	/阿加巴巴/
Agababaev	/阿加巴巴耶夫/
Agababian	/阿加巴比扬/
Agababov	/阿加巴博夫/
Agababyan	/阿加巴比扬/
Agabalyan	/阿加巴良/
Agabalyants	/阿加巴良茨/
Agabawi	/阿格巴维/
Agabay	/阿阿巴伊/
Agabegyan	/阿加别吉扬/
Agabek	/阿加别克/
Agabekov	/阿加别科夫/
Agabekyan	/阿加别基扬/
Agabeyan	/阿加贝扬/
Agabeyoglu	/阿阿贝伊奥卢/
Agabi	/阿加比/
Agabigun	/阿阿比金/
Agabiti	/阿加比蒂/
Agabitini	/阿加比蒂尼/
Agabito	/阿加比托/
Agabo	/阿加沃/
Agabolaogly	/阿加博劳格雷/
Agabriel	/阿加布里埃尔/
Agacan	/阿阿詹/
Agacayak	/阿阿恰亚克/
Agacci	/阿加奇/
Agacdiken	/阿阿奇迪肯/
Agace	/阿加斯/
Agachan	/阿阿奇汗/
Agache	/阿加凯/阿加什/
Agachi	/阿加基/
Agaciak	/阿加恰克/
Agacik	/阿阿哲克/
Agacikoglu	/阿阿哲克奥卢/
Agacz	/奥加茨/
Agada	/阿加达/
Agades	/阿加代斯/
Agadzhan	/阿加占/
Agadzhanian	/阿加贾尼扬/
Agadzhanov	/阿加贾诺夫/
Agadzhanyan	/阿加贾尼扬/
Agaev	/阿加耶夫/
Agafa	/阿加法/
Agafangel	/阿加凡格尔/
Agafia	/阿加菲娅/
Agaficioaia	/阿加菲奇瓦娅/
Agaficioaiae	/阿加菲奇瓦亚耶/
Agafija	/阿加菲娅/
Agafisoaei	/阿加菲索阿埃伊/
Agafitei	/阿加菲采伊/
Agafodor	/阿加福多尔/
Agafokliya	/阿加福克利娅/
Agafon	/阿加丰/
Agafonik	/阿加福尼克/
Agafonika	/阿加福妮卡/
Agafonoff	/阿加福诺夫/
Agafonov	/阿加福诺夫/
Agafonovich	/阿加福诺维奇/
Agafopod	/阿加福波德/
Agafopus	/阿加福普斯/
Agafoshin	/阿加福申/
Agafya	/阿加菲娅/
Agagian	/阿加吉安/
Agagianian	/阿加贾尼安/
Agagil	/阿阿吉尔/
Agagu	/阿加古/
Agaguseinov	/阿加古谢伊诺夫/
Agaguseynov	/阿加古谢伊诺夫/
Agagyul	/阿加久利/
Agah	/阿加/
Agaho	/上穗/
Agai	/阿高伊/
Again	/阿盖恩/
Agaisenov	/阿盖谢诺夫/
Agaisse	/阿盖塞/
Agaj	/阿加伊/
Agaja	/阿加扎/
Agajan	/阿加扬/
Agajyellew	/阿加吉耶卢/
Agakay	/阿阿卡伊/
Agakhanov	/阿加哈诺夫/
Agakhi	/阿加希/
Agakov	/阿加科夫/
Agal	/阿高尔/阿加尔/阿贾勒/
Agala	/阿加拉/
Agalakov	/阿加拉科夫/
Agalar	/阿阿拉尔/阿加拉尔/
Agalede	/阿加勒德/
Agaledes	/阿加莱德/
Agaletski	/阿加列茨基/
Agaletsky	/阿加列茨基/
Agalide	/阿加利德/
Agaltsev	/阿加利采夫/
Agaltsov	/阿加利佐夫/
Agaly	/阿加雷/
Agama	/阿加马/
Agamali	/阿加马利/
Agamalov	/阿加马洛夫/
Agamalova	/阿加马洛娃/
Agamaly	/阿加马雷/
Agamalyan	/阿加马良/
Agamas	/阿加马斯/
Agamben	/阿甘本/
Agamcam	/阿阿姆恰姆/
Agamemnon	/阿伽门农/
Agamennone	/阿加门诺内/
Agamenon	/阿加梅农/
Agami	/阿加米/
Agamzo	/阿加姆索/
Agan	/阿安/阿甘/
Aganana	/阿加纳纳/
Aganaye	/阿加纳耶/
Aganbegyan	/阿甘别吉扬/
Aganbekyan	/阿甘别基扬/
Agane	/阿金/
Aganemmon	/阿加奈蒙/
Aganer	/阿阿内尔/
Aganezov	/阿加涅佐夫/
Agani	/阿贾尼/
Aganimov	/阿加尼莫夫/
Aganin	/阿加宁/
Agano	/上野/吾野/
Aganoglu	/阿安奥卢/
Aganon	/阿加尼翁/
Aganov	/阿加诺夫/
Aganovic	/阿加诺维奇/
Aganso	/阿甘索/
Agante	/阿甘特/
Aganzo	/阿甘索/
Agao	/阿冈/
Agaoglu	/阿阿奥卢/
Agap	/阿加普/
Agapa	/阿加帕/
Agape	/阿加佩/
Agapescu	/阿加佩斯库/
Agapey	/阿加佩/
Agapeya	/阿加佩娅/
Agapi	/阿加皮/
Agapia	/阿加皮亚/阿加皮娅/
Agapiade	/阿加皮亚德/
Agapida	/阿加皮达/
Agapie	/阿加皮耶/
Agapiescu	/阿加皮耶斯库/
Agapiev	/阿加皮耶夫/
Agapii	/阿加皮/
Agapij	/阿加皮/
Agapija	/阿加皮娅/
Agapije	/阿加皮耶/
Agapin	/阿加平/
Agapion	/阿加皮翁/
Agapios	/阿加皮奥/
Agapit	/阿加皮/阿加皮特/
Agapiti	/阿加皮蒂/
Agapitidis	/阿加皮蒂季斯/
Agapito	/阿加皮托/
Agapitos	/阿加皮托斯/
Agapitov	/阿加皮托夫/
Agapiya	/阿加皮娅/
Agapoff	/阿加波夫/
Agapon	/阿加蓬/
Agapov	/阿加波夫/
Agapova	/阿加波娃/
Agar	/阿阿尔/阿加/阿加尔/
Agarabaghi	/阿加拉巴吉/
Agarantan	/阿阿兰坦/
Agard	/阿加德/阿加尔/
Agardh	/阿加德/
Agardi	/阿加尔迪/奥加尔迪/
Agardy	/奥加尔迪/
Agareala	/阿加雷亚拉/
Agarev	/阿加列夫/
Agarez	/阿加雷斯/
Agari	/上里/上利/
Agarici	/阿加里奇/
Agarie	/东江/
Agariishi	/上石/
Agarijo	/东城/
Agarimatsu	/上松/
Agarinis	/阿加里尼斯/
Agariya	/阿加里娅/
Agarizuma	/上妻/
Agarkov	/阿加尔科夫/
Agaronov	/阿加罗诺夫/
Agaronyan	/阿加罗尼扬/
Agaros	/阿加罗斯/
Agarossi	/阿加罗西/
Agarrabeitia	/阿加拉韦蒂亚/
Agarrat	/阿加拉/
Agarrista	/阿加里斯塔/
Agartan	/阿阿尔坦/
Agartz	/阿加尔茨/
Agarwal	/阿加瓦尔/
Agarzuza	/阿加尔苏萨/
Agas	/阿高什/
Agasaly	/阿加萨雷/
Agasanu	/阿格沙努/
Agasar	/阿加萨尔/
Agasarov	/阿加萨罗夫/
Agasaryan	/阿加萨良/
Agashin	/阿加申/
Agashina	/阿加申娜/
Agashkov	/阿加什科夫/
Agasi	/阿加西/
Agasian	/阿加西安/阿加相/
Agasiyev	/阿加西耶夫/
Agasiyevich	/阿加西耶维奇/
Agasse	/阿加斯/
Agassi	/阿加西/
Agassian	/阿加西安/
Agassini	/阿加西尼/
Agassis	/阿加西/
Agassiz	/阿加西/阿加西斯/
Agastein	/阿加施泰因/
Agastin	/阿加斯坦/
Agasucci	/阿加苏奇/
Agasyan	/阿加相/
Agat	/阿加/
Agata	/阿加塔/阿片/阿形/安方/安形/县/县田/扬田/英多/英贺田/英太/英田/
Agatai	/县居/
Agatainukai	/县犬养/
Agatakimi	/县君/
Agatamaro	/县麻吕/
Agatamori	/县守/
Agatanoatae	/县直/
Agatanomitsukai	/县使/
Agatanomiyatsuko	/县造/
Agatanoomi	/县使/
Agatanushi	/县主/
Agatanushisakito	/县主前利/
Agatao	/阿加唐/
Agatatsukai	/县使/
Agate	/阿加特/
Agatello	/阿加泰洛/
Agatensi	/阿加滕西/
Agatha	/阿加莎/
Agathangelou	/阿加桑耶卢/
Agathanghelou	/阿加桑耶卢/
Agatharchus	/阿加萨霍斯/
Agathe	/阿加特/
Agathon	/阿加顿/
Agati	/阿加蒂/
Agatia	/阿加蒂娅/
Agatic	/阿加蒂奇/
Agatija	/阿加蒂娅/
Agatini	/阿加蒂尼/
Agatomea	/阿加托梅亚/
Agaton	/阿加顿/
Agatone	/阿加托内/
Agatoni	/阿加托尼/
Agatonik	/阿加托尼克/
Agatonovic	/阿加托诺维奇/
Agatonsson	/阿加顿松/
Agator	/阿加托尔/
Agatos	/阿加托斯/
Agatsuma	/阿我妻/上妻/我妻/吾妻/扬妻/
Agatz	/阿加茨/
Agav	/阿加夫/
Agava	/阿加瓦/
Agave	/阿加弗/
Agavelyan	/阿加韦良/
Agaverdi	/阿阿韦尔迪/
Agavni	/阿加夫尼/
Agavnov	/阿加夫诺夫/
Agavriloae	/阿加弗里洛阿耶/
Agavva	/阿加瓦/
Agawa	/阿川/阿河/淡川/淡河/溃川/溃河/蛙川/吾河/
Agay	/阿盖/阿高伊/
Agayan	/阿加扬/
Agayar	/阿加亚尔/
Agayev	/阿加耶夫/
Agaz	/阿加斯/
Agazadeh	/阿加扎德/
Agazarian	/阿贾扎里安/
Agazia	/阿加齐亚/
Agazio	/阿加齐奥/
Agazoni	/阿高佐尼/
Agazzani	/阿加扎尼/
Agazzari	/阿加扎里/
Agazzi	/阿加齐/
Agazzini	/阿加齐尼/
Agba	/阿巴/
Agbaba	/阿格巴巴/
Agbamuche	/阿巴穆谢/
Agbaniakai	/阿巴尼亚卡伊/
Agbayani	/阿格瓦亚尼/
Agbe	/阿贝/
Agbeck	/阿格贝克/
Agbeja	/阿贝贾/
Agbeka	/阿贝卡/
Agbemudia	/阿贝穆迪亚/
Agbenowossi	/阿贝诺沃西/
Agbenoxevi	/阿贝诺克塞维/
Agbesi	/阿贝西/
Agbetiafa	/阿贝蒂亚法/
Agbetra	/阿贝特拉/
Agbeyome	/阿贝约梅/
Agble	/阿布莱/
Agblemagnon	/阿布莱马尼翁/
Agbo	/阿博/
Agbobli	/阿博布利/
Agbobu	/阿波布/
Agbodjan	/阿博詹/
Agbodu	/阿波杜/
Agbogboli	/阿博博利/
Agboli	/阿博利/
Agboola	/阿布拉/
Agbor	/阿博尔/阿格博尔/
Agboton	/阿格博东/
Agbottah	/阿博塔/
Agboyibo	/阿博伊博/
Agbozouhoue	/阿博祖惠/
Agbrink	/阿格布林克/
Agbro	/阿格布罗/
Agbuga	/阿格布加/
Agca	/阿贾/阿恰/
Agcasar	/阿贾沙尔/
Agce	/阿切/
Agcelik	/阿切勒克/
Agda	/阿格达/
Agdamski	/阿格达姆斯基/
Agdamskii	/阿格达姆斯基/
Agde	/阿格德/
Agder	/阿格德/
Agdern	/阿格德恩/
Agdin	/阿格丁/
Agdur	/阿格杜尔/
Agdzha	/阿格贾/
Age	/阿格/阿赫/奥尼/奥耶/扬/
Agea	/阿赫亚/阿贾/
Ageasse	/阿雅斯/
Ageba	/上场/
Ageback	/阿格贝克/
Agebark	/阿格巴克/
Agebert	/阿格贝特/
Agebjar	/阿格比耶尔/
Agebjers	/阿格比耶斯/
Agebrandt	/阿格布兰特/
Agebro	/阿格布罗/
Ageby	/阿格比/
Agedal	/阿格达尔/
Agede	/阿盖德/
Ageder	/阿热代/
Agederian	/阿热代里安/
Agee	/阿吉/
Ageev	/阿格耶夫/
Agefjard	/阿格菲耶德/
Ageha	/上羽/
Agehara	/扬原/
Ageharitsukuri	/幄作/
Agehed	/阿格赫德/
Ageheim	/阿格海姆/
Agehorn	/阿格霍恩/
Agei	/阿盖/阿热/上井/
Ageichev	/阿盖切夫/
Ageikin	/阿盖金/
Ageishi	/上石/扬石/
Agejas	/阿赫哈斯/
Ageki	/阿下喜/
Ageklint	/阿格克林特/
Agekyan	/阿格基扬/
Agel	/阿格尔/阿热尔/
Agelan	/阿赫兰/
Ageland	/阿格兰/
Agelao	/阿杰劳/
Agelet	/阿赫莱特/阿热莱/
Agelfors	/阿格尔福什/
Agelid	/阿格利德/
Agelii	/阿格利/
Agelija	/阿盖利娅/
Agelin	/阿格林/
Agelis	/阿格利斯/
Agell	/阿格尔/
Agelli	/阿杰利/
Agello	/阿杰洛/
Agelopoulos	/阿耶洛普洛斯/
Agelstad	/阿格尔斯塔德/
Agelstam	/阿格尔斯坦/
Agemaki	/扬卷/总角/
Ageman	/阿格曼/
Agemass	/阿杰马斯/
Agematsu	/上松/
Agemi	/上见/
Agemian	/阿杰米安/
Agemolu	/阿杰莫卢/
Agemori	/上森/
Agen	/阿根/
Agenais	/阿热奈/
Agenas	/阿格奈斯/
Agenback	/阿根贝克/
Agenberg	/阿根贝里/
Agenbright	/阿金布赖特/
Agenet	/阿热内/
